,record_id,percent_male,percent_female,percent_child
4629,3419,2.55,85.96,11.49
4630,3585,3.16,75.79,21.05
4631,3626,7.44,78.51,14.05
4632,3692,13.85,66.92,19.23
4633,3726,25.2,63.41,11.38
4634,3782,3.49,85.27,11.24
4635,12886,5.8,83.57,10.63
4636,139,7.44,80.99,11.57
4637,15573,5.91,84.25,9.84
4638,57999,4.62,90.76,4.62
4639,54732,3.24,89.81,6.94
4640,58942,5.5,80,14.5
4641,47356,6.9,86.21,6.9
4642,31793,6.38,78.72,14.89
4643,16727,5.88,76.47,17.65
4644,21911,10.07,82.73,7.19
4645,16185,5.78,84,10.22
4646,58266,1.97,90.16,7.87
4647,43661,9.55,73.25,17.2
4648,2507,6.92,74.21,18.87
4649,51804,2.16,92.67,5.17
4650,46495,3.94,89.76,6.3
4651,50400,6.43,86.55,7.02
4652,4394,6.57,88.38,5.05
4653,27911,5.16,86.45,8.39
4654,32578,5.64,87.97,6.39
4655,36144,5.52,83.98,10.5
4656,2906,7.41,82.96,9.63
4657,3048,2.94,73.53,23.53
4658,3049,7.14,76.19,16.67
4659,3191,10.17,55.93,33.9
4660,3197,11.21,75.34,13.45
4661,3213,23.81,64.29,11.9
4662,3289,2.78,84.72,12.5
4663,3323,4.55,87.6,7.85
4664,10622,7.35,78.92,13.73
4665,59070,6.44,88.84,4.72
4666,32937,7.51,85.55,6.94
4667,26898,3.85,90.66,5.49
4668,47385,5.5,81.5,13
4669,56818,7.04,77.46,15.49
4670,2605,8.33,83.33,8.33
4671,36780,4.8,85.2,10
4672,56728,4.98,90.42,4.6
4673,11578,3.86,82.61,13.53
4674,11632,10.2,78.57,11.22
4675,11665,11.56,77.46,10.98
4676,11679,3.14,86.1,10.76
4677,11821,6.16,80.57,13.27
4678,11893,2.48,87.6,9.92
4679,11982,5.06,86.5,8.44
4680,12027,2.94,90.76,6.3
4681,51356,5.56,88.1,6.35
4682,12735,9.27,49.67,41.06
4683,50476,6.82,82.39,10.8
4684,50575,7.01,55.41,37.58
4685,50582,8.65,77.4,13.94
4686,50615,25.15,32.93,41.92
4687,50673,5.73,88.93,5.34
4688,50738,6.54,58.41,35.05
4689,50808,8.38,50.84,40.78
4690,50811,2.65,90.15,7.2
4691,42087,3.41,88.64,7.95
4692,50381,5.73,83.33,10.94
4693,9013,4.91,82.59,12.5
4694,1804,5.58,85.13,9.29
4695,22593,5,80.71,14.29
4696,9509,6.03,69.83,24.14
4697,9590,4.97,81.22,13.81
4698,9650,17.33,64.67,18
4699,9661,9.29,78.14,12.57
4700,9695,2.83,90.57,6.6
4701,9763,7.84,83.66,8.5
4702,9853,8.55,69.23,22.22
4703,9968,2.07,86.78,11.16
4704,29134,2.99,89.18,7.84
4705,6348,10.32,68.25,21.43
4706,6383,29.66,56.78,13.56
4707,6404,22.48,60.47,17.05
4708,6427,3.37,88.76,7.87
4709,6504,7.57,85.95,6.49
4710,6608,6.83,80.49,12.68
4711,6652,3.18,78.98,17.83
4712,6805,4.59,84.81,10.6
4713,56027,6.45,77.96,15.59
4714,42824,7.89,78.95,13.16
4715,7164,2.2,86.34,11.45
4716,45907,2.39,91.63,5.98
4717,50720,5.34,84.35,10.31
4718,50787,6.17,85.8,8.02
4719,50823,6.03,85.78,8.19
4720,50886,7.53,79.45,13.01
4721,50975,28.43,61.76,9.8
4722,51001,12.5,74.38,13.12
4723,51077,3.21,87.17,9.63
4724,51176,6.01,75.54,18.45
4725,38671,6.83,69.76,23.41
4726,36456,7.1,83.43,9.47
4727,29326,3.27,89.39,7.35
4728,29377,5.81,88.37,5.81
4729,29506,8.8,81.6,9.6
4730,29543,17.07,67.68,15.24
4731,29563,16,73.6,10.4
4732,29656,2.61,79.57,17.83
4733,29718,5.14,87.38,7.48
4734,29770,3.06,83.84,13.1
4735,22090,2.07,89.67,8.26
4736,53343,8,83.43,8.57
4737,7611,5.04,87.98,6.98
4738,20718,2.94,90.76,6.3
4739,48172,7.24,79.61,13.16
4740,46320,5.67,64.78,29.55
4741,21705,2.93,86.81,10.26
4742,53908,5.67,85.82,8.51
4743,57959,5.84,68.48,25.68
4744,52980,5.97,84.08,9.95
4745,41868,8.26,70.25,21.49
4746,3863,4.94,87.24,7.82
4747,45405,10.45,69.4,20.15
4748,4101,7.19,74.85,17.96
4749,32864,8.77,76.61,14.62
4750,42987,4.39,89.27,6.34
4751,49413,5.29,84.66,10.05
4752,12182,5.52,86.5,7.98
4753,12296,4.09,64.91,30.99
4754,12341,4.46,84.76,10.78
4755,12432,5.58,82.33,12.09
4756,12499,5.44,85.36,9.21
4757,12539,24,63,13
4758,12556,17.26,72.02,10.71
4759,12618,4.88,74.8,20.33
4760,25750,6.33,65.19,28.48
4761,2282,6.45,82.49,11.06
4762,2306,17.96,75.45,6.59
4763,2331,10.95,79.1,9.95
4764,2420,5.31,58.41,36.28
4765,2451,6.51,86.05,7.44
4766,2506,5.71,82.38,11.9
4767,2672,3.24,73.15,23.61
4768,2689,5.38,87,7.62
4769,52807,7.69,86.81,5.49
4770,56435,6.94,79.63,13.43
4771,46170,4.94,86.31,8.75
4772,10330,2.5,92.92,4.58
4773,55224,4.29,80,15.71
4774,12648,3.47,47.22,49.31
4775,22137,3.91,84.36,11.73
4776,52858,5.62,87.55,6.83
4777,52863,5.56,80.81,13.64
4778,53537,6.06,82.58,11.36
4779,31757,5.15,87.63,7.22
4780,39198,10.34,80.69,8.97
4781,725,7.08,67.92,25
4782,801,9.09,81.12,9.79
4783,818,4.96,83.06,11.98
4784,904,11.48,77.05,11.48
4785,937,19.56,62.22,18.22
4786,952,5.08,82.74,12.18
4787,1022,4.58,85.11,10.31
4788,1153,4.01,87.23,8.76
4789,14586,3.45,87.36,9.2
4790,38110,4.52,87.94,7.54
4791,50847,3.8,88.04,8.15
4792,55768,5.61,57.65,36.73
4793,16965,11.02,66.14,22.83
4794,57080,4.85,83.5,11.65
4795,14567,4.52,63.23,32.26
4796,14626,4.66,86.86,8.47
4797,14759,12.26,64.15,23.58
4798,14846,2.67,83.56,13.78
4799,14865,10.49,75.31,14.2
4800,14884,16.67,64.17,19.17
4801,14941,8.15,79.35,12.5
4802,15001,10.49,71.33,18.18
4803,56268,6.93,78.22,14.85
4804,36790,5.68,88.64,5.68
4805,21030,3.77,85.28,10.94
4806,39456,10,77.69,12.31
4807,34205,9.65,76.32,14.04
4808,31804,3.06,68.88,28.06
4809,55634,5.58,88.41,6.01
4810,48981,7.98,86.17,5.85
4811,57975,9.74,77.92,12.34
4812,58017,4.71,86.96,8.33
4813,39291,8.77,79.53,11.7
4814,24708,5.03,77.99,16.98
4815,24868,4.59,68.81,26.61
4816,24883,6.63,88.27,5.1
4817,24974,9.36,49.12,41.52
4818,24982,19.83,69.83,10.34
4819,25070,4.13,79.82,16.06
4820,25074,2.29,87.16,10.55
4821,25185,7.95,82.12,9.93
4822,36920,5.56,81.75,12.7
4823,28760,2.65,88.94,8.41
4824,12040,5.7,81.58,12.72
4825,12103,14.04,46.2,39.77
4826,12126,10.82,61.34,27.84
4827,12189,3.74,83.64,12.62
4828,12283,2.7,90.73,6.56
4829,12327,6.47,87.56,5.97
4830,12426,5.31,82.86,11.84
4831,12530,4.57,82.23,13.2
4832,46326,5.75,73.56,20.69
4833,46340,3.53,92.16,4.31
4834,46470,6.78,87.57,5.65
4835,46556,6.63,79.56,13.81
4836,46608,2.53,85.23,12.24
4837,46696,17.54,63.16,19.3
4838,46716,20,71.85,8.15
4839,46812,6.63,64.64,28.73
4840,32717,2.6,88.02,9.38
4841,43139,6.75,75.46,17.79
4842,43183,4.55,87.19,8.26
4843,43242,5.13,83.76,11.11
4844,43303,4.57,85.84,9.59
4845,43381,2.25,87.39,10.36
4846,43434,14.54,76.65,8.81
4847,43457,9.23,81.03,9.74
4848,43535,1.95,88.72,9.34
4849,51807,5.08,79.7,15.23
4850,59817,5.79,85.95,8.26
4851,59954,6.52,73.91,19.57
4852,40737,2.42,93.15,4.44
4853,30132,8.67,74.67,16.67
4854,30214,4.64,89.18,6.19
4855,30289,11.57,75.21,13.22
4856,30384,3.66,80.49,15.85
4857,30429,26.72,54.2,19.08
4858,30462,9.79,67.53,22.68
4859,30542,6.74,74.16,19.1
4860,30554,5.79,82.64,11.57
4861,36011,2.34,85.94,11.72
4862,36096,24.57,61.14,14.29
4863,36118,14.83,75.42,9.75
4864,36136,2.07,90.46,7.47
4865,36218,6.29,86.01,7.69
4866,36396,13.04,69.57,17.39
4867,36496,7.73,63.92,28.35
4868,36572,4.28,72.37,23.35
4869,24278,5.17,84.13,10.7
4870,46877,7.79,84.42,7.79
4871,46974,4.92,72.13,22.95
4872,47058,4.2,46.15,49.65
4873,47119,3.97,85.32,10.71
4874,47160,25.18,59.71,15.11
4875,47188,27.14,51.43,21.43
4876,47269,4.04,62.12,33.84
4877,47288,5.44,83.68,10.88
4878,59544,10.53,72.81,16.67
4879,12030,3.54,83.63,12.83
4880,36722,2,73.2,24.8
4881,6548,6.71,81.1,12.2
4882,36721,4,64,32
4883,13394,9.62,82.05,8.33
4884,41448,3.08,91.92,5
4885,53777,9.26,62.96,27.78
4886,11416,3.51,89.47,7.02
4887,14160,5.77,77.56,16.67
4888,41661,4.73,79.88,15.38
4889,49134,5.91,84.95,9.14
4890,14137,3.2,90.41,6.39
4891,1827,8.28,71.34,20.38
4892,13811,4.42,83.63,11.95
4893,40372,7.82,79.33,12.85
4894,21498,5.51,72.83,21.65
4895,34639,10.07,71.81,18.12
4896,44462,8.72,57.05,34.23
4897,30420,6.67,62.5,30.83
4898,12406,4.72,79.53,15.75
4899,50388,4.13,90.83,5.05
4900,1046,5.58,89.3,5.12
4901,41679,5.88,81.82,12.3
4902,10579,5.88,82.35,11.76
4903,34373,10.24,75.59,14.17
4904,13631,10.37,79.26,10.37
4905,9112,6.92,82.39,10.69
4906,30937,2.64,84.58,12.78
4907,4053,4.41,89.87,5.73
4908,51931,7.88,81.82,10.3
4909,28727,2.91,86.63,10.47
4910,28762,2.99,84.43,12.57
4911,28862,5.78,82.22,12
4912,28976,4.59,86.24,9.17
4913,29035,19.08,64.89,16.03
4914,29041,27.46,65.49,7.04
4915,29116,5.34,87.02,7.63
4916,29167,7.26,75.81,16.94
4917,55362,4.33,91.34,4.33
4918,16971,10,69.23,20.77
4919,44527,4.55,87.19,8.26
4920,14167,8.75,76.88,14.37
4921,14732,6.97,82.09,10.95
4922,46273,7.18,81.34,11.48
4923,9869,2.78,90,7.22
4924,5230,2.78,76.85,20.37
4925,55850,2.28,89.04,8.68
4926,49179,6.37,84.08,9.55
4927,6589,8.77,80.7,10.53
4928,6722,2.33,70.16,27.52
4929,6736,6.09,80.87,13.04
4930,6843,15.08,75.4,9.52
4931,6855,10.29,79.43,10.29
4932,6866,8.7,71.74,19.57
4933,6961,13.89,75.93,10.19
4934,7027,3.57,87.76,8.67
4935,19574,6.02,75.9,18.07
4936,37287,8.61,84.11,7.28
4937,25477,7.53,84.95,7.53
4938,8389,4.08,81.12,14.8
4939,45724,4.69,76.56,18.75
4940,219,5.38,84.62,10
4941,1718,8.66,77.17,14.17
4942,59432,7.11,79.15,13.74
4943,44435,7.5,73.75,18.75
4944,6493,8.16,51.02,40.82
4945,55641,6.25,86.81,6.94
4946,15652,3.72,85.58,10.7
4947,44701,4.31,87.56,8.13
4948,23144,6.7,86.03,7.26
4949,48481,6.59,86.83,6.59
4950,28914,3.52,85.02,11.45
4951,12397,5.26,78.95,15.79
4952,32899,8.43,85.39,6.18
4953,35016,9.15,76.83,14.02
4954,35106,26.62,64.29,9.09
4955,35162,12.56,73.37,14.07
4956,35268,2.94,76.47,20.59
4957,35278,4.92,82.51,12.57
4958,35455,4.85,67.48,27.67
4959,35501,7.08,80.53,12.39
4960,35628,3.29,70.42,26.29
4961,36895,4.03,80.65,15.32
4962,33429,5.66,89.81,4.53
4963,55344,3.97,70.63,25.4
4964,58176,3.8,83.15,13.04
4965,23122,5.51,74.02,20.47
4966,24914,5.75,85.4,8.85
4967,55628,3.82,79.62,16.56
4968,51304,4.38,84.67,10.95
4969,37617,3.88,81.4,14.73
4970,21407,7.43,77.7,14.86
4971,12015,5.88,82.35,11.76
4972,10740,2.78,85.32,11.9
4973,47383,5.96,78.81,15.23
4974,1488,5.26,61.65,33.08
4975,52171,2.36,88.19,9.45
4976,47557,6.17,87.22,6.61
4977,19505,8.4,83.21,8.4
4978,44000,6.74,86.52,6.74
4979,48320,8.33,77.78,13.89
4980,2359,4.63,91.12,4.25
4981,22976,5.26,86.84,7.89
4982,50297,2.65,88.5,8.85
4983,57107,9.59,71.23,19.18
4984,51916,6.33,81.01,12.66
4985,14463,6.19,81.42,12.39
4986,6895,8.33,75.83,15.83
4987,37122,2.5,93.33,4.17
4988,14981,4.25,69.81,25.94
4989,49469,3.61,60.82,35.57
4990,51995,6.12,85.71,8.16
4991,20615,2.71,88.69,8.6
4992,33416,7.39,82.39,10.23
4993,36953,7.39,76.14,16.48
4994,27294,5.6,76.4,18
4995,37086,2.42,88.41,9.18
4996,7415,4.65,88.95,6.4
4997,45187,4.07,83.74,12.2
4998,2594,6.62,82.35,11.03
4999,37982,4.1,83.61,12.3
5000,10116,6.21,70.06,23.73
5001,57675,5.45,87.73,6.82
5002,27261,7.69,75.74,16.57
5003,36412,7.21,61.54,31.25
5004,48429,3.76,88.73,7.51
5005,8305,5.35,80.21,14.44
5006,25158,4.31,70.69,25
5007,23746,3.83,80.85,15.32
5008,49432,6.15,77.69,16.15
5009,756,2.23,88.39,9.38
5010,40689,4.58,76.34,19.08
5011,55559,6.21,62.15,31.64
5012,35375,6.67,81.48,11.85
5013,15096,4.18,88.97,6.84
5014,15238,6.49,58.38,35.14
5015,15319,5.83,67.08,27.08
5016,15334,9.45,80.1,10.45
5017,15362,15.89,34.44,49.67
5018,15368,6.88,78.12,15
5019,15443,5.77,88.94,5.29
5020,15590,5.04,65.47,29.5
5021,33156,8.93,73.21,17.86
5022,29448,7.41,86.24,6.35
5023,14465,5.41,89.58,5.02
5024,28863,6.28,84.52,9.21
5025,46458,6.31,87.86,5.83
5026,5193,7.26,77.65,15.08
5027,5279,3.28,87.98,8.74
5028,5381,8.13,65.04,26.83
5029,5391,3.95,84.18,11.86
5030,5469,14.29,73.4,12.32
5031,5502,17.93,63.45,18.62
5032,5508,4.96,84.71,10.33
5033,5639,3.57,56.55,39.88
5034,34542,5.29,87.65,7.06
5035,34584,15.98,70.78,13.24
5036,34611,18.38,70.27,11.35
5037,34619,4.03,75.81,20.16
5038,34765,10,83.33,6.67
5039,34813,8.21,70.15,21.64
5040,34980,8.26,80.99,10.74
5041,35002,4.92,85.23,9.85
5042,411,5.61,76.64,17.76
5043,44534,6.84,76.07,17.09
5044,9149,6.15,51.96,41.9
5045,55028,6.47,83.53,10
5046,10923,8.45,75.35,16.2
5047,34315,5.65,84.68,9.68
5048,59402,8.84,72.79,18.37
5049,31764,4.24,70.34,25.42
5050,45154,3.8,86.69,9.51
5051,46979,6.71,65.1,28.19
5052,59571,6.11,80.79,13.1
5053,21641,6.3,77.95,15.75
5054,12409,2.25,87.64,10.11
5055,25990,7.58,72.73,19.7
5056,38445,4.55,82.83,12.63
5057,8615,2.64,88.3,9.06
5058,34249,3.6,86.33,10.07
5059,4127,6.67,77.5,15.83
5060,4162,14.91,73.68,11.4
5061,4192,22.94,34.12,42.94
5062,4227,5.34,83.99,10.68
5063,4284,4.46,85.64,9.9
5064,4421,5.61,77.55,16.84
5065,4435,11.03,68.38,20.59
5066,4535,3.24,85.19,11.57
5067,4743,5.33,89.75,4.92
5068,6366,4.06,70.85,25.09
5069,40529,5.14,90.91,3.95
5070,48823,7.65,77.06,15.29
5071,37797,6.38,87.77,5.85
5072,40244,5.88,79.41,14.71
5073,43412,3.09,79.63,17.28
5074,43436,18.14,74.26,7.59
5075,43461,10,79.55,10.45
5076,43473,4.47,83.74,11.79
5077,43571,8.23,84.81,6.96
5078,43657,5,82.22,12.78
5079,43711,4.43,88.61,6.96
5080,43843,3.38,78.38,18.24
5081,6793,7.86,72.14,20
5082,16194,2.56,82.05,15.38
5083,29325,8.47,78.81,12.71
5084,54949,8.45,81.69,9.86
5085,17598,3.11,84.89,12
5086,59473,4.76,79.05,16.19
5087,59504,6.01,86.34,7.65
5088,59598,17.95,68.59,13.46
5089,59612,17.26,65.48,17.26
5090,59635,2.59,89.22,8.19
5091,59766,6.84,82.05,11.11
5092,59862,9.17,58.33,32.5
5093,59882,2.66,87.77,9.57
5094,26251,5.23,79.65,15.12
5095,47393,2.63,87.72,9.65
5096,45690,7.41,80.74,11.85
5097,31639,5.69,82.94,11.37
5098,25934,6.75,80.98,12.27
5099,41910,4.38,87.25,8.37
5100,21576,4.38,78.75,16.88
5101,4381,5.19,88.31,6.49
5102,22829,7.04,87.79,5.16
5103,26722,6.13,85.85,8.02
5104,48886,5.83,84.95,9.22
5105,49123,8.16,62.59,29.25
5106,46061,7.77,78.64,13.59
5107,57767,3.72,89.89,6.38
5108,14649,6.45,75.48,18.06
5109,11106,2.07,91.74,6.2
5110,14747,3.67,91.84,4.49
5111,11472,6.62,73.51,19.87
5112,43788,5.8,84.54,9.66
5113,40191,7.49,82.89,9.63
5114,8521,3.31,91.74,4.96
5115,36482,10.07,74.1,15.83
5116,36502,2.82,84.98,12.21
5117,36606,21.88,66.88,11.25
5118,36630,26.72,59.54,13.74
5119,36639,4.25,85.33,10.42
5120,36792,5.71,73.57,20.71
5121,36844,3.76,75.19,21.05
5122,36923,6.99,77.62,15.38
5123,32628,7.83,80.12,12.05
5124,8286,9.93,68.79,21.28
5125,52606,4.42,84.53,11.05
5126,185,7.54,61.81,30.65
5127,21236,10.22,79.56,10.22
5128,11135,5.17,69,25.83
5129,53035,2.4,92,5.6
5130,36390,4.44,90.73,4.84
5131,52649,4.79,77.84,17.37
5132,23334,5.81,84.3,9.88
5133,44308,5.82,78.84,15.34
5134,32148,10.56,77.46,11.97
5135,32292,4.47,61.45,34.08
5136,32295,13.25,75.5,11.26
5137,32341,17.83,69.57,12.61
5138,32358,3.74,85.51,10.75
5139,32434,6.35,80.16,13.49
5140,32616,5.02,68.95,26.03
5141,32685,2.99,88.62,8.38
5142,31083,1.95,89.84,8.2
5143,31210,6.52,81.16,12.32
5144,31228,5.71,85.31,8.98
5145,31327,20.42,70.42,9.15
5146,31357,12.97,65.41,21.62
5147,31369,2.19,85.96,11.84
5148,31453,7.06,84.12,8.82
5149,31606,7.22,78.89,13.89
5150,36573,3.37,66.35,30.29
5151,49120,4.76,56.46,38.78
5152,56470,2.49,91.29,6.22
5153,44612,8.28,82.17,9.55
5154,48078,8,81.71,10.29
5155,1186,3.16,84.98,11.86
5156,51806,4.19,82.63,13.17
5157,46149,6.28,87.43,6.28
5158,47267,5.39,80.88,13.73
5159,45557,7.18,79.49,13.33
5160,3869,6.62,79.47,13.91
5161,5138,9.73,79.65,10.62
5162,18358,4.43,86.72,8.86
5163,3803,3.52,82.91,13.57
5164,58915,7.27,84.85,7.88
5165,59028,2.94,74.79,22.27
5166,59101,6.82,56.25,36.93
5167,59132,15.74,55.09,29.17
5168,59140,13.64,67.42,18.94
5169,59161,9.8,70.59,19.61
5170,59253,5.49,87.2,7.32
5171,59426,10.22,69.34,20.44
5172,35787,5.36,82.59,12.05
5173,56888,2.76,86.74,10.5
5174,12228,2.43,86.41,11.17
5175,8407,3.32,87.2,9.48
5176,48225,6.31,78.38,15.32
5177,20087,4.29,64.76,30.95
5178,47854,4.76,89.61,5.63
5179,40410,4.89,75.11,20
5180,43007,6.02,77.71,16.27
5181,16443,2.14,93.59,4.27
5182,53549,2.45,85.29,12.25
5183,10264,8.13,77.24,14.63
5184,54065,5.59,49.07,45.34
5185,54154,3.3,78.02,18.68
5186,54240,2.75,72.94,24.31
5187,54253,16.3,75,8.7
5188,54273,13.75,79.38,6.88
5189,54368,2.93,69.27,27.8
5190,54374,9.93,68.79,21.28
5191,54467,8.12,81.25,10.62
5192,43022,3.55,82.98,13.48
5193,2095,4.33,86.06,9.62
5194,22770,4.73,84.02,11.24
5195,55227,6.85,78.08,15.07
5196,5783,8.12,79.38,12.5
5197,24304,5.52,73.79,20.69
5198,27312,6.79,75.93,17.28
5199,4739,4.21,90.04,5.75
5200,14230,2.45,90.69,6.86
5201,34783,5.75,75.29,18.97
5202,50859,6.41,83.33,10.26
5203,21954,5.52,61.35,33.13
5204,20335,5.5,83,11.5
5205,36942,4.7,75.17,20.13
5206,56810,5.43,83.72,10.85
5207,5530,5.98,84.78,9.24
5208,46631,10.74,74.38,14.88
5209,58688,4.98,89.14,5.88
5210,47778,4.19,85.34,10.47
5211,47850,6.9,78.45,14.66
5212,47935,5,76.88,18.12
5213,48068,5,84.64,10.36
5214,48095,19.59,61.49,18.92
5215,48124,29.1,61.19,9.7
5216,48169,7.14,82.14,10.71
5217,48292,3.95,50.66,45.39
5218,48453,5.92,82.84,11.24
5219,33287,10.07,82.55,7.38
5220,35593,7.58,81.06,11.36
5221,35646,15.12,61.46,23.41
5222,35668,18.82,71.18,10
5223,35674,5.75,85.84,8.41
5224,35778,3.1,88.5,8.41
5225,35872,5.71,85.71,8.57
5226,35957,4.76,83.33,11.9
5227,35996,7.26,81.45,11.29
5228,16737,2.93,89.27,7.8
5229,20525,8.84,84.35,6.8
5230,22811,2.04,87.35,10.61
5231,59310,2.33,86.98,10.7
5232,59392,6.36,83.05,10.59
5233,59435,5.75,84.51,9.73
5234,59507,7.05,80.13,12.82
5235,59593,13.1,78.17,8.73
5236,59626,23.08,37.18,39.74
5237,59642,8.43,78.92,12.65
5238,59749,11.48,77.87,10.66
5239,32829,5.47,85.55,8.98
5240,53594,6.45,70.97,22.58
5241,16708,5.41,79.73,14.86
5242,54554,3.49,91.27,5.24
5243,26058,3.29,90.13,6.58
5244,52060,5.86,85.77,8.37
5245,18915,4.88,85.37,9.76
5246,33059,4.95,81.98,13.06
5247,38711,2.46,91.8,5.74
5248,11553,5.33,82,12.67
5249,54353,5.43,89.59,4.98
5250,49169,3.45,86.21,10.34
5251,49270,3.43,76.47,20.1
5252,49303,5.62,89.51,4.87
5253,49363,23.08,44.1,32.82
5254,49371,15.46,75.77,8.76
5255,49473,6.82,81.36,11.82
5256,49495,7.35,84.31,8.33
5257,49608,4.02,81.7,14.29
5258,1830,7.1,52.66,40.24
5259,16858,4.26,90.64,5.11
5260,10459,9.42,71.01,19.57
5261,34823,5.78,84.89,9.33
5262,14929,4.35,82.61,13.04
5263,1985,9.6,79.2,11.2
5264,10862,4.3,86.56,9.14
5265,32501,4.04,82.83,13.13
5266,20219,4.59,85.78,9.63
5267,41199,10.48,66.13,23.39
5268,47560,10.57,68.29,21.14
5269,41170,4.31,84.48,11.21
5270,35351,7.56,63.37,29.07
5271,35384,3.49,88.21,8.3
5272,35487,4.83,78.62,16.55
5273,35545,5.75,86.28,7.96
5274,35647,21.83,61.42,16.75
5275,35664,19.34,67.92,12.74
5276,35700,3.76,85.48,10.75
5277,35819,2.94,64.71,32.35
5278,42234,4.37,85.71,9.92
5279,14068,10.78,78.43,10.78
5280,729,8.28,64.14,27.59
5281,59271,8.89,82.22,8.89
5282,49033,10.22,69.34,20.44
5283,48325,7.64,82.17,10.19
5284,49682,8.72,79.87,11.41
5285,13448,6.31,83.78,9.91
5286,35621,8.57,60.57,30.86
5287,34417,2.86,86.53,10.61
5288,14270,7.14,85.71,7.14
5289,41515,5.09,82.41,12.5
5290,9788,10.08,68.07,21.85
5291,12138,3.7,91.77,4.53
5292,58805,5.81,76.77,17.42
5293,22852,3.85,91.92,4.23
5294,22908,8.06,71.77,20.16
5295,23025,8.41,77.57,14.02
5296,23092,22.07,35.17,42.76
5297,23098,20.13,71.43,8.44
5298,23191,7.61,79.19,13.2
5299,23279,9.55,51.59,38.85
5300,23368,4.57,54.29,41.14
5301,2214,4.64,77.22,18.14
5302,28375,4.29,89.27,6.44
5303,6677,7.21,79.28,13.51
5304,11250,4.67,90.27,5.06
5305,1117,9.8,80.39,9.8
5306,39556,6.84,84.62,8.55
5307,15480,2.72,82.07,15.22
5308,39531,3.27,86.45,10.28
5309,22283,6.2,81.4,12.4
5310,51153,7.46,81.59,10.95
5311,54611,3.8,59.49,36.71
5312,33373,5.38,73.66,20.97
5313,33308,2.93,85.36,11.72
5314,51397,6.25,87.5,6.25
5315,51413,20.67,72.67,6.67
5316,51428,23.42,66.46,10.13
5317,51484,7.58,78.79,13.64
5318,51506,8.77,82.46,8.77
5319,51625,5.88,84.31,9.8
5320,51725,7.53,84.41,8.06
5321,51771,11.02,75.59,13.39
5322,58434,5.88,87.84,6.27
5323,14529,3.88,86.05,10.08
5324,23798,7.28,85.92,6.8
5325,10111,5.19,78.52,16.3
5326,50093,8.47,79.1,12.43
5327,22487,3.25,86.18,10.57
5328,22562,7.95,78.15,13.91
5329,22653,12.08,61.25,26.67
5330,22672,22.63,65.79,11.58
5331,22735,7.34,74.31,18.35
5332,22824,4.26,67.05,28.68
5333,22905,4.55,56.49,38.96
5334,22909,10,75.71,14.29
5335,52641,5.49,82.32,12.2
5336,24534,2.5,89.5,8
5337,32734,7.03,85.16,7.81
5338,17756,6.03,77.59,16.38
5339,44500,6.29,77.62,16.08
5340,44616,9.63,68.15,22.22
5341,44660,6.9,77.59,15.52
5342,44755,4.55,85.61,9.85
5343,44821,9,79.62,11.37
5344,44839,22.8,65.28,11.92
5345,44947,12.71,61.86,25.42
5346,44954,4.17,82.74,13.1
5347,26259,7.39,77.83,14.78
5348,48399,6.06,82.32,11.62
5349,49150,5.13,87.61,7.26
5350,1635,3.78,89.73,6.49
5351,50083,9.02,68.03,22.95
5352,29180,6.49,83.12,10.39
5353,22827,4.11,84.93,10.96
5354,6002,2.73,85,12.27
5355,19322,3.45,89.22,7.33
5356,46486,4.14,86.39,9.47
5357,52343,7.58,77.27,15.15
5358,27175,5.7,79.39,14.91
5359,39894,7.14,86.9,5.95
5360,38450,4.4,78,17.6
5361,20862,4.85,80.58,14.56
5362,21003,3.1,88.5,8.41
5363,21062,2.58,90.56,6.87
5364,21114,6.55,81.66,11.79
5365,21188,4.06,87.45,8.49
5366,21293,25.86,65.52,8.62
5367,21322,19.48,71.86,8.66
5368,21358,8.16,72.11,19.73
5369,52512,6.03,85.78,8.19
5370,57827,2.3,82.03,15.67
5371,36530,6.06,87.01,6.93
5372,36607,27.08,61.81,11.11
5373,36622,17.29,70.56,12.15
5374,36637,5.83,89.69,4.48
5375,36725,6.99,79.72,13.29
5376,36872,4.44,75,20.56
5377,36933,2.69,90.13,7.17
5378,37032,5.7,78.51,15.79
5379,53199,7.14,83.67,9.18
5380,4515,7.5,78.75,13.75
5381,1695,4.78,85.65,9.57
5382,53174,5.2,88.48,6.32
5383,18418,8.4,80.67,10.92
5384,55544,4.39,89.47,6.14
5385,24449,5.81,79.35,14.84
5386,17341,3.14,89.53,7.33
5387,17389,3.8,85.44,10.76
5388,17517,5.26,78.95,15.79
5389,17600,5.91,85.48,8.6
5390,17631,31.88,60.14,7.97
5391,17657,20.55,54.34,25.11
5392,17695,6.59,78.44,14.97
5393,17795,5.71,82.86,11.43
5394,16414,4.21,66.32,29.47
5395,17815,3.35,83.24,13.41
5396,53185,3.83,85.06,11.11
5397,28793,5.61,82.24,12.15
5398,36580,5.43,70.65,23.91
5399,17352,5.08,82.2,12.71
5400,17439,3.21,88.99,7.8
5401,17513,5.53,87.23,7.23
5402,17605,6.06,84.24,9.7
5403,17639,15.74,46.19,38.07
5404,17654,16.36,71.82,11.82
5405,17664,9.93,71.63,18.44
5406,17760,4.42,77.88,17.7
5407,39240,7.98,79.14,12.88
5408,1821,6.49,86.15,7.36
5409,55056,4.62,84.45,10.92
5410,57970,4.76,83.33,11.9
