,crime_id,time_of_incident,loc_id,crime_type,victim_gender
23096,C253034,4/15/13 12:00,HaRu17583,harassment,F
23097,C253064,4/15/13 14:00,HaRu18281,murder,F
23098,C253088,4/15/13 15:00,SoRu37311,sexual_assault,F
23099,C253117,4/15/13 19:00,KiRu25304,harassment,M
23100,C253122,4/15/13 20:00,SoRu37307,theft,M
23101,C253130,4/15/13 20:00,HaRu18666,theft,C
23102,C253144,4/15/13 21:00,AkRu04698,harassment,F
23103,C253201,4/15/13 22:00,AkRu07676,harassment,F
23104,C253207,4/15/13 22:00,AkRu07440,harassment,F
23105,C253225,4/15/13 22:00,HaRu18542,harassment,F
23106,C253255,4/15/13 23:00,SoRu35668,theft,C
23107,C253259,4/16/13 6:00,AkRu06342,harassment,F
23108,C253269,4/16/13 6:00,AkRu06973,theft,F
23109,C253287,4/16/13 6:00,KiZu31297,harassment,F
23110,C253300,4/16/13 7:00,AmAs10043,vandalism,M
23111,C253310,4/16/13 8:00,HaRu17398,harassment,F
23112,C253314,4/16/13 9:00,KiRu28331,harassment,F
23113,C253340,4/16/13 10:00,HaRu20406,sexual_assault,M
23114,C253348,4/16/13 12:00,AkRu08619,harassment,F
23115,C253377,4/16/13 14:00,AmPw12749,theft,M
23116,C253396,4/16/13 18:00,AkRu08170,sexual_assault,F
23117,C253406,4/16/13 22:00,AmRu14654,harassment,F
23118,C253407,4/16/13 23:00,AkRu06442,severe_assault,F
23119,C253432,4/16/13 23:00,HaRu19588,murder,F
23120,C253446,4/17/13 4:00,AkRu07297,sexual_assault,F
23121,C253459,4/17/13 4:00,AkRu08306,public_intoxication,C
23122,C253479,4/17/13 5:00,AkRu03816,vandalism,F
23123,C253514,4/17/13 6:00,KiRu30233,harassment,F
23124,C253519,4/17/13 6:00,AmRu13505,public_intoxication,F
23125,C253523,4/17/13 6:00,SoRu38968,harassment,F
23126,C253526,4/17/13 6:00,AkRu06374,sexual_assault,F
23127,C253533,4/17/13 11:00,SoRu38968,harassment,M
23128,C253560,4/17/13 14:00,AmPw12697,harassment,F
23129,C253580,4/17/13 15:00,KiRu25881,sexual_assault,F
23130,C253589,4/17/13 17:00,AmPw12447,public_intoxication,M
23131,C253592,4/17/13 17:00,AkRu06885,public_intoxication,F
23132,C253600,4/17/13 19:00,SoRu39410,severe_assault,F
23133,C253603,4/17/13 20:00,AkRu06292,harassment,F
23134,C253608,4/17/13 22:00,KiRu26445,harassment,F
23135,C253622,4/18/13 4:00,AmPw12688,harassment,M
23136,C253633,4/18/13 11:00,AkRu07048,sexual_assault,F
23137,C253634,4/18/13 15:00,SoRu36934,harassment,F
23138,C253643,4/18/13 16:00,AkRu08077,vandalism,M
23139,C253650,4/18/13 18:00,KiRu28174,harassment,F
23140,C253656,4/18/13 19:00,HaDj16748,harassment,F
23141,C253659,4/18/13 20:00,HaDe16525,public_intoxication,F
23142,C253672,4/18/13 21:00,KiMr24818,harassment,F
23143,C253710,4/18/13 21:00,HaRu19749,theft,F
23144,C253711,4/18/13 22:00,SoRu34910,harassment,F
23145,C253725,4/18/13 22:00,SoRu38327,harassment,F
23146,C253733,4/18/13 22:00,KiRu25535,harassment,F
23147,C253738,4/18/13 23:00,SoRu36146,sexual_assault,M
23148,C253744,4/19/13 6:00,SoRu35606,harassment,F
23149,C253748,4/19/13 10:00,AmAm09777,public_intoxication,C
23150,C253759,4/19/13 11:00,AmBe11275,theft,M
23151,C253763,4/19/13 14:00,AmRu13396,sexual_assault,M
23152,C253767,4/19/13 14:00,KiRu26347,theft,M
23153,C253768,4/19/13 14:00,AmBe11068,theft,M
23154,C253791,4/19/13 15:00,KiRu26814,theft,F
23155,C253803,4/19/13 16:00,AmDa12096,theft,M
23156,C253813,4/19/13 16:00,AkKi01455,public_intoxication,F
23157,C253814,4/19/13 16:00,HaRu18137,harassment,F
23158,C253848,4/19/13 16:00,KiRu30667,severe_assault,F
23159,C253851,4/19/13 17:00,SoRu38929,harassment,F
23160,C253858,4/19/13 17:00,SoRu37012,harassment,F
23161,C253879,4/19/13 17:00,AmRu14295,harassment,F
23162,C253955,4/19/13 20:00,AkRu03505,sexual_assault,F
23163,C253959,4/19/13 20:00,KiRu30598,murder,F
23164,C253984,4/19/13 20:00,AkRu08718,sexual_assault,F
23165,C253986,4/19/13 20:00,SoRu34815,public_intoxication,F
23166,C253988,4/19/13 21:00,KiZu31335,harassment,F
23167,C253997,4/19/13 21:00,KiRu30011,harassment,F
23168,C253998,4/19/13 22:00,SoRu34954,public_intoxication,M
23169,C254017,4/19/13 22:00,AkRu07612,harassment,F
23170,C254022,4/19/13 22:00,KiRu25881,harassment,F
23171,C254025,4/19/13 23:00,AkRu03343,sexual_assault,F
23172,C254028,4/20/13 5:00,HaRu18476,theft,F
23173,C254039,4/20/13 6:00,AkRu05274,vandalism,F
23174,C254043,4/20/13 7:00,HaRu17013,vandalism,M
23175,C254050,4/20/13 7:00,SoRu36156,murder,F
23176,C254065,4/20/13 8:00,SoRu39202,harassment,C
23177,C254078,4/20/13 9:00,SoBa31836,theft,F
23178,C254085,4/20/13 9:00,KiRu25792,theft,M
23179,C254088,4/20/13 13:00,AkLu02136,theft,F
23180,C254100,4/20/13 14:00,AkRu03174,sexual_assault,F
23181,C254105,4/20/13 15:00,KiRu30603,severe_assault,F
23182,C254109,4/20/13 16:00,KiRu30489,harassment,M
23183,C254114,4/20/13 16:00,AkRu03691,public_intoxication,F
23184,C254117,4/20/13 17:00,AmPw12416,vandalism,C
23185,C254118,4/20/13 19:00,KiRu27770,theft,M
23186,C254120,4/20/13 19:00,AmRu14524,vandalism,M
23187,C254122,4/20/13 20:00,KiRu25571,public_intoxication,M
23188,C254125,4/20/13 20:00,AmAs10338,severe_assault,M
23189,C254138,4/20/13 21:00,SoRu38709,theft,C
23190,C254142,4/20/13 21:00,KiRu27794,theft,F
23191,C254156,4/20/13 21:00,HaRu17498,severe_assault,F
23192,C254158,4/20/13 21:00,KiRu30549,harassment,F
23193,C254161,4/20/13 21:00,SoIl32452,sexual_assault,C
23194,C254174,4/20/13 21:00,AkRu06720,severe_assault,F
23195,C254180,4/20/13 22:00,KiRu29848,sexual_assault,F
23196,C254186,4/20/13 22:00,SoKo33204,sexual_assault,F
23197,C254220,4/20/13 22:00,AmRu15375,harassment,M
23198,C254222,4/20/13 22:00,KiZu31001,public_intoxication,M
23199,C254226,4/20/13 22:00,SoRu36725,vandalism,M
23200,C254240,4/21/13 4:00,AmPw12476,public_intoxication,F
23201,C254243,4/21/13 14:00,AkRu08194,vandalism,F
23202,C254247,4/21/13 18:00,SoRu35016,theft,F
23203,C254252,4/21/13 19:00,AkRu02911,theft,C
23204,C254291,4/21/13 21:00,AmAs10411,harassment,M
23205,C254302,4/21/13 22:00,HaRu19174,theft,M
23206,C254306,4/21/13 23:00,AkRu06383,harassment,F
23207,C254311,4/21/13 23:00,SoRu37625,harassment,M
23208,C254313,4/22/13 4:00,AkRu04289,harassment,C
23209,C254344,4/22/13 5:00,KiRu30098,sexual_assault,F
23210,C254350,4/22/13 5:00,SoRu37880,harassment,F
23211,C254358,4/22/13 6:00,AmPw12324,harassment,C
23212,C254390,4/22/13 6:00,AkRu05402,sexual_assault,F
23213,C254414,4/22/13 7:00,AkRu05171,theft,F
23214,C254421,4/22/13 9:00,AkRu04487,murder,F
23215,C254442,4/22/13 10:00,AkRu03560,harassment,F
23216,C254449,4/22/13 10:00,AkRu05559,harassment,F
23217,C254456,4/22/13 11:00,SoRu35691,sexual_assault,F
23218,C254496,4/22/13 12:00,AkRu03431,theft,C
23219,C254519,4/22/13 13:00,AmPw12551,theft,M
23220,C254531,4/22/13 16:00,AkRu04641,murder,F
23221,C254540,4/22/13 17:00,AmBe11299,vandalism,M
23222,C254548,4/22/13 18:00,AkRu05664,harassment,C
23223,C254552,4/22/13 18:00,HaRu18424,severe_assault,F
23224,C254553,4/22/13 19:00,AmAs10463,theft,M
23225,C254560,4/22/13 22:00,AkRu08890,harassment,F
23226,C254562,4/22/13 23:00,AmRu15488,theft,F
23227,C254574,4/23/13 4:00,HaRu20508,harassment,F
23228,C254582,4/23/13 10:00,AkRu08335,harassment,C
23229,C254586,4/23/13 11:00,AkRu02680,vandalism,F
23230,C254587,4/23/13 15:00,AkRu04458,murder,F
23231,C254590,4/23/13 16:00,SoRu37095,public_intoxication,F
23232,C254601,4/23/13 17:00,AkRu08307,sexual_assault,F
23233,C254610,4/23/13 18:00,AmAs10771,harassment,F
23234,C254623,4/23/13 18:00,SoRu35557,severe_assault,F
23235,C254653,4/23/13 18:00,AkRu03174,theft,C
23236,C254694,4/23/13 19:00,SoRu35143,murder,F
23237,C254705,4/23/13 20:00,HaRu18643,harassment,F
23238,C254734,4/23/13 23:00,KiRu28235,harassment,F
23239,C254739,4/24/13 4:00,AkRu05069,sexual_assault,F
23240,C254754,4/24/13 5:00,KiRu26639,harassment,F
23241,C254766,4/24/13 6:00,AkRu08122,vandalism,F
23242,C254769,4/24/13 6:00,AkRu06757,sexual_assault,F
23243,C254797,4/24/13 7:00,KiRu28880,sexual_assault,F
23244,C254825,4/24/13 8:00,AkRu08360,harassment,F
23245,C254827,4/24/13 8:00,AkRu04807,sexual_assault,F
23246,C254831,4/24/13 11:00,HaRu20438,severe_assault,F
23247,C254848,4/24/13 14:00,AkRu02677,sexual_assault,F
23248,C254851,4/24/13 15:00,SoRu37724,public_intoxication,F
23249,C254879,4/24/13 19:00,KiZu30755,harassment,F
23250,C254893,4/24/13 20:00,AmAs10804,murder,M
23251,C254898,4/24/13 20:00,KiZu31370,public_intoxication,F
23252,C254900,4/24/13 21:00,AmAb09096,sexual_assault,C
23253,C254901,4/24/13 21:00,KiZu31039,harassment,F
23254,C254909,4/24/13 22:00,AkRu07754,severe_assault,F
23255,C254910,4/24/13 22:00,AmAm09741,harassment,F
23256,C254914,4/24/13 23:00,HaRu17688,theft,F
23257,C254917,4/24/13 23:00,SoRu36943,harassment,F
23258,C254924,4/25/13 5:00,AkRu03904,harassment,F
23259,C254930,4/25/13 7:00,AmRu13692,murder,M
23260,C254941,4/25/13 11:00,SoMa33754,harassment,F
23261,C254945,4/25/13 12:00,KiZu31202,public_intoxication,F
23262,C254949,4/25/13 13:00,HaRu20771,vandalism,F
23263,C254954,4/25/13 15:00,AmPw12672,vandalism,M
23264,C254957,4/25/13 17:00,SoRu34896,harassment,M
23265,C254958,4/25/13 17:00,AkLu02533,severe_assault,F
23266,C254961,4/25/13 18:00,KiIs23595,harassment,F
23267,C254964,4/25/13 18:00,AkRu06550,murder,F
23268,C254965,4/25/13 19:00,HaRu20010,theft,F
23269,C254966,4/25/13 20:00,AkRu06993,vandalism,F
23270,C254970,4/25/13 20:00,KiZu30880,sexual_assault,C
23271,C254977,4/25/13 20:00,SoRu36199,murder,C
23272,C254984,4/25/13 20:00,AmAs10056,theft,M
23273,C254985,4/25/13 21:00,AkRu04980,harassment,F
23274,C254990,4/25/13 21:00,SoRu39363,harassment,F
23275,C255078,4/26/13 4:00,AmPw12360,theft,C
23276,C255101,4/26/13 5:00,AkRu04693,sexual_assault,F
23277,C255120,4/26/13 6:00,HaRu17895,harassment,F
23278,C255142,4/26/13 6:00,KiRu27309,theft,F
23279,C255147,4/26/13 7:00,AmPw12384,harassment,F
23280,C255150,4/26/13 7:00,AmPw12761,murder,M
23281,C255166,4/26/13 7:00,SoRu36156,public_intoxication,M
23282,C255182,4/26/13 7:00,KiZu30750,public_intoxication,F
23283,C255184,4/26/13 8:00,SoRu36819,sexual_assault,F
23284,C255192,4/26/13 8:00,KiZu30703,sexual_assault,F
23285,C255235,4/26/13 9:00,AmBe11339,harassment,F
23286,C255236,4/26/13 9:00,SoRu38886,harassment,F
23287,C255247,4/26/13 9:00,AkRu07048,murder,F
23288,C255253,4/26/13 10:00,KiRu27686,severe_assault,M
23289,C255263,4/26/13 10:00,SoRu37798,theft,F
23290,C255283,4/26/13 10:00,HaRu17498,harassment,F
23291,C255286,4/26/13 11:00,AmAb09262,sexual_assault,F
23292,C255319,4/26/13 15:00,AmRu13119,severe_assault,M
23293,C255322,4/26/13 16:00,AmBe11091,sexual_assault,F
23294,C255333,4/26/13 17:00,SoRu35788,harassment,C
23295,C255340,4/26/13 19:00,AmAs10338,harassment,F
23296,C255349,4/26/13 20:00,AkRu07693,severe_assault,C
23297,C255368,4/26/13 20:00,SoRu37343,murder,F
23298,C255370,4/26/13 20:00,HaRu19429,theft,F
23299,C255374,4/26/13 20:00,KiRu29363,public_intoxication,F
23300,C255376,4/26/13 21:00,AmPw12688,vandalism,M
23301,C255382,4/26/13 21:00,AkRu06271,harassment,F
23302,C255420,4/26/13 21:00,AkRu08828,theft,C
23303,C255426,4/26/13 21:00,AkRu07675,sexual_assault,F
23304,C255427,4/26/13 21:00,HaRu18204,sexual_assault,F
23305,C255428,4/26/13 22:00,KiZu30806,murder,F
23306,C255449,4/26/13 22:00,AmRu15468,harassment,F
23307,C255456,4/26/13 23:00,AmRu15693,public_intoxication,M
23308,C255459,4/26/13 23:00,HaRu17226,harassment,F
23309,C255460,4/26/13 23:00,KiMr25115,harassment,F
23310,C255479,4/26/13 23:00,SoIl32392,harassment,F
23311,C255496,4/26/13 23:00,AkRu05820,public_intoxication,M
23312,C255500,4/27/13 4:00,AkRu04339,harassment,F
23313,C255505,4/27/13 4:00,HaRu20406,public_intoxication,F
23314,C255511,4/27/13 6:00,AkRu07635,vandalism,M
23315,C255523,4/27/13 6:00,AmDa12165,harassment,M
23316,C255528,4/27/13 8:00,AmAs10602,harassment,C
23317,C255530,4/27/13 9:00,AkRu06742,harassment,F
23318,C255599,4/27/13 9:00,KiZu31203,public_intoxication,M
23319,C255617,4/27/13 9:00,AkRu05383,sexual_assault,M
23320,C255623,4/27/13 10:00,SoRu38876,theft,F
23321,C255639,4/27/13 10:00,SoRu38815,public_intoxication,M
23322,C255645,4/27/13 11:00,HaRu17688,public_intoxication,F
23323,C255673,4/27/13 11:00,KiRu29075,severe_assault,M
23324,C255679,4/27/13 12:00,KiZu31045,public_intoxication,F
23325,C255702,4/27/13 14:00,AkRu08344,theft,F
23326,C255707,4/27/13 14:00,HaRu17549,severe_assault,C
23327,C255757,4/27/13 14:00,HaDe16367,harassment,F
23328,C255774,4/27/13 15:00,SoBa31532,theft,F
23329,C255806,4/27/13 15:00,HaRu20248,public_intoxication,C
23330,C255817,4/27/13 15:00,AkRu07606,severe_assault,F
23331,C255831,4/27/13 16:00,KiRu30541,public_intoxication,F
23332,C255833,4/27/13 16:00,AmAs10212,sexual_assault,M
23333,C255841,4/27/13 17:00,SoRu36673,severe_assault,M
23334,C255851,4/27/13 18:00,KiZu30841,severe_assault,F
23335,C255855,4/27/13 19:00,SoRu34876,sexual_assault,C
23336,C255861,4/27/13 19:00,AkRu08883,vandalism,F
23337,C255878,4/27/13 20:00,SoRu38596,theft,F
23338,C255892,4/27/13 20:00,AmAs10236,severe_assault,F
23339,C255896,4/27/13 21:00,AmAb09084,sexual_assault,F
23340,C255898,4/27/13 21:00,HaRu20489,public_intoxication,M
23341,C255912,4/27/13 21:00,AkRu05635,public_intoxication,C
23342,C255922,4/27/13 22:00,KiRu25792,severe_assault,F
23343,C255929,4/27/13 23:00,HaSe20879,vandalism,F
23344,C255973,4/27/13 23:00,AkRu03377,harassment,F
23345,C255993,4/28/13 4:00,HaRu19278,severe_assault,F
23346,C255999,4/28/13 8:00,KiRu27651,sexual_assault,C
23347,C256001,4/28/13 16:00,KiZu30709,public_intoxication,F
23348,C256006,4/28/13 17:00,AmAs10248,sexual_assault,M
23349,C256028,4/28/13 17:00,AmAs10454,public_intoxication,F
23350,C256030,4/28/13 21:00,AkRu07635,theft,C
23351,C256033,4/28/13 22:00,AkRu08183,theft,F
23352,C256044,4/28/13 23:00,AmRu13720,harassment,M
23353,C256056,4/28/13 23:00,KiRu25678,vandalism,C
23354,C256063,4/29/13 4:00,SoRu38417,sexual_assault,F
23355,C256065,4/29/13 6:00,HaRu17992,harassment,F
23356,C256071,4/29/13 6:00,KiRu29143,theft,F
23357,C256072,4/29/13 7:00,SoRu36349,sexual_assault,F
23358,C256078,4/29/13 9:00,AmAb09187,theft,M
23359,C256096,4/29/13 15:00,HaDj16936,harassment,F
23360,C256104,4/29/13 15:00,SoRu35015,sexual_assault,F
23361,C256105,4/29/13 16:00,HaRu19331,harassment,F
23362,C256109,4/29/13 16:00,KiRu25520,harassment,F
23363,C256115,4/29/13 18:00,KiRu29203,sexual_assault,F
23364,C256116,4/29/13 20:00,KiMr24662,harassment,F
23365,C256127,4/29/13 20:00,KiRu26549,sexual_assault,F
23366,C256133,4/29/13 20:00,KiRu26433,theft,F
23367,C256145,4/29/13 20:00,AmDa11944,severe_assault,F
23368,C256163,4/29/13 22:00,AmAb08960,harassment,F
23369,C256165,4/29/13 22:00,AmBe11244,murder,F
23370,C256176,4/29/13 23:00,KiRu29592,harassment,F
23371,C256182,4/30/13 4:00,AmAb09213,theft,C
23372,C256183,4/30/13 5:00,AkRu04537,harassment,F
23373,C256193,4/30/13 6:00,KiRu25908,sexual_assault,C
23374,C256214,4/30/13 8:00,AkRu06096,harassment,F
23375,C256219,4/30/13 12:00,AmRu14665,sexual_assault,M
23376,C256245,4/30/13 13:00,SoRu34672,vandalism,M
23377,C256259,4/30/13 16:00,SoRu35898,harassment,C
23378,C256275,4/30/13 18:00,KiRu25686,sexual_assault,M
23379,C256282,4/30/13 18:00,AkRu04980,sexual_assault,F
23380,C256283,4/30/13 18:00,KiZu31295,harassment,F
23381,C256285,4/30/13 19:00,AmAm09966,murder,F
23382,C256292,4/30/13 19:00,AmDa12055,theft,M
23383,C256322,4/30/13 20:00,AkRu03584,theft,C
23384,C256327,4/30/13 20:00,KiRu29075,harassment,M
23385,C256340,4/30/13 21:00,AmDa11843,vandalism,M
23386,C256342,4/30/13 23:00,AkRu03343,harassment,F
23387,C256347,4/30/13 23:00,AkRu04209,murder,F
23388,C256348,5/1/13 4:00,AkRu05241,harassment,F
23389,C256350,5/1/13 4:00,AkRu05935,public_intoxication,M
23390,C256402,5/1/13 5:00,KiRu26718,harassment,F
23391,C256419,5/1/13 6:00,KiZu31130,harassment,F
23392,C256423,5/1/13 6:00,AmDa11484,harassment,F
23393,C256431,5/1/13 8:00,KiRu25851,murder,F
23394,C256432,5/1/13 8:00,AmPw12321,harassment,F
23395,C256466,5/1/13 9:00,SoRu38869,harassment,F
23396,C256467,5/1/13 11:00,AkRu03616,murder,F
23397,C256472,5/1/13 16:00,SoRu37515,murder,F
23398,C256477,5/1/13 18:00,KiZu30878,harassment,F
23399,C256479,5/1/13 20:00,SoRu35556,severe_assault,F
23400,C256480,5/1/13 20:00,KiRu26471,severe_assault,F
23401,C256482,5/1/13 21:00,HaRu19904,theft,F
23402,C256485,5/1/13 22:00,AkRu08490,sexual_assault,F
23403,C256488,5/1/13 23:00,AkRu03512,public_intoxication,F
23404,C256489,5/2/13 4:00,KiRu30031,harassment,F
23405,C256496,5/2/13 4:00,KiRu26316,public_intoxication,M
23406,C256503,5/2/13 4:00,SoRu39539,theft,M
23407,C256588,5/2/13 6:00,AkRu07683,sexual_assault,F
23408,C256619,5/2/13 8:00,HaRu18708,theft,M
23409,C256637,5/2/13 8:00,KiRu28305,harassment,F
23410,C256674,5/2/13 13:00,AkRu08227,harassment,F
23411,C256698,5/2/13 13:00,SoRu38005,harassment,F
23412,C256739,5/2/13 18:00,KiRu30098,public_intoxication,C
23413,C256741,5/2/13 18:00,AmAs10137,public_intoxication,M
23414,C256750,5/2/13 22:00,AkRu04035,sexual_assault,F
23415,C256755,5/2/13 22:00,AmBe11161,harassment,M
23416,C256767,5/2/13 23:00,SoRu38519,sexual_assault,F
23417,C256779,5/3/13 4:00,AmAs10356,theft,M
23418,C256783,5/3/13 4:00,AkRu06614,sexual_assault,F
23419,C256790,5/3/13 4:00,HaRu19313,theft,C
23420,C256793,5/3/13 4:00,AmBe11275,harassment,M
23421,C256800,5/3/13 5:00,AmDa11486,vandalism,M
23422,C256810,5/3/13 5:00,HaRu20843,public_intoxication,F
23423,C256813,5/3/13 5:00,KiZu31270,harassment,F
23424,C256821,5/3/13 6:00,AkRu03466,harassment,F
23425,C256856,5/3/13 6:00,AmAb09293,public_intoxication,M
23426,C256857,5/3/13 6:00,AkRu08140,harassment,F
23427,C256873,5/3/13 6:00,KiZu31109,harassment,F
23428,C256881,5/3/13 7:00,KiRu29023,severe_assault,M
23429,C256924,5/3/13 8:00,KiRu26333,sexual_assault,F
23430,C256926,5/3/13 8:00,HaRu17254,theft,F
23431,C256932,5/3/13 9:00,HaRu19606,theft,M
23432,C256934,5/3/13 9:00,AmPw12473,sexual_assault,F
23433,C256956,5/3/13 9:00,KiRu29204,theft,F
23434,C256959,5/3/13 10:00,AmDa12031,theft,M
23435,C256969,5/3/13 13:00,AkRu05971,sexual_assault,F
23436,C256973,5/3/13 14:00,AkRu03372,harassment,C
23437,C256976,5/3/13 14:00,AkRu03463,sexual_assault,F
23438,C256977,5/3/13 15:00,SoRu37256,theft,F
23439,C256979,5/3/13 18:00,HaRu19755,harassment,F
23440,C256982,5/3/13 19:00,AkRu04547,public_intoxication,M
23441,C257001,5/3/13 19:00,AmRu13064,severe_assault,M
23442,C257016,5/3/13 19:00,AmRu15816,sexual_assault,M
23443,C257063,5/3/13 20:00,KiRu28970,murder,F
23444,C257090,5/3/13 20:00,SoRu38311,harassment,F
23445,C257096,5/3/13 20:00,SoRu39140,harassment,F
23446,C257105,5/3/13 20:00,SoRu38231,severe_assault,C
23447,C257110,5/3/13 20:00,SoRu35601,theft,M
23448,C257135,5/3/13 20:00,AmPw12331,theft,M
23449,C257144,5/3/13 21:00,SoRu35745,harassment,F
23450,C257160,5/3/13 21:00,HaRu17137,theft,M
23451,C257163,5/3/13 22:00,AmAs10640,harassment,M
23452,C257169,5/3/13 22:00,AkRu04682,harassment,F
23453,C257186,5/3/13 22:00,AkRu07426,harassment,F
23454,C257204,5/3/13 22:00,AmAb09279,severe_assault,M
23455,C257205,5/3/13 22:00,KiRu26917,theft,M
23456,C257207,5/3/13 23:00,AmAs10447,theft,C
23457,C257210,5/3/13 23:00,AkLu02388,harassment,F
23458,C257215,5/3/13 23:00,SoRu36726,harassment,F
23459,C257232,5/4/13 5:00,KiZu31219,theft,F
23460,C257251,5/4/13 6:00,KiRu29312,murder,F
23461,C257276,5/4/13 6:00,KiHa22754,harassment,M
23462,C257284,5/4/13 6:00,AmDa12143,sexual_assault,M
23463,C257299,5/4/13 6:00,AkRu03854,harassment,C
23464,C257300,5/4/13 7:00,KiZu31127,harassment,M
23465,C257302,5/4/13 8:00,KiRu27946,sexual_assault,C
23466,C257304,5/4/13 8:00,KiZu31210,theft,F
23467,C257314,5/4/13 14:00,KiRu26871,public_intoxication,F
23468,C257332,5/4/13 14:00,KiZu31223,severe_assault,M
23469,C257338,5/4/13 14:00,AkRu06829,sexual_assault,F
23470,C257356,5/4/13 15:00,SoRu37425,theft,M
23471,C257361,5/4/13 15:00,KiRu30319,sexual_assault,F
23472,C257378,5/4/13 15:00,AkRu04054,severe_assault,M
23473,C257381,5/4/13 16:00,AkRu07457,harassment,F
23474,C257386,5/4/13 17:00,SoIl32810,severe_assault,C
23475,C257388,5/4/13 19:00,HaRu19343,harassment,M
23476,C257392,5/4/13 20:00,AmRu15470,severe_assault,F
23477,C257397,5/4/13 20:00,SoRu35774,theft,F
23478,C257400,5/4/13 20:00,KiRu29201,public_intoxication,M
23479,C257436,5/4/13 21:00,AkRu08107,vandalism,M
23480,C257463,5/4/13 22:00,KiMr24941,theft,C
23481,C257476,5/4/13 22:00,KiRu27776,public_intoxication,F
23482,C257497,5/4/13 22:00,AkRu05985,public_intoxication,F
23483,C257505,5/4/13 22:00,SoRu38229,theft,F
23484,C257512,5/5/13 4:00,AmPw12430,public_intoxication,M
23485,C257538,5/5/13 5:00,KiRu25801,harassment,F
23486,C257539,5/5/13 13:00,SoRu38861,theft,M
23487,C257541,5/5/13 15:00,KiRu29682,harassment,M
23488,C257550,5/5/13 17:00,KiZu31314,theft,F
23489,C257553,5/5/13 19:00,SoKo33387,severe_assault,M
23490,C257561,5/5/13 20:00,KiZu31038,sexual_assault,F
23491,C257568,5/5/13 22:00,AkRu08712,public_intoxication,F
23492,C257583,5/5/13 23:00,KiRu26112,sexual_assault,M
23493,C257585,5/5/13 23:00,AmRu15206,public_intoxication,C
23494,C257594,5/6/13 4:00,AkRu07422,sexual_assault,F
23495,C257614,5/6/13 4:00,AkRu04024,harassment,F
23496,C257615,5/6/13 6:00,HaRu17504,theft,F
23497,C257630,5/6/13 7:00,KiRu27678,theft,M
23498,C257648,5/6/13 8:00,AkRu08671,harassment,F
23499,C257653,5/6/13 9:00,SoRu36767,harassment,F
23500,C257662,5/6/13 11:00,HaRu17682,harassment,F
23501,C257693,5/6/13 14:00,SoRu38125,harassment,F
23502,C257707,5/6/13 16:00,KiRu27936,theft,F
23503,C257713,5/6/13 18:00,KiRu26530,vandalism,F
23504,C257718,5/6/13 19:00,KiRu26091,harassment,F
23505,C257722,5/6/13 21:00,AkLu01966,theft,C
23506,C257734,5/6/13 21:00,AmPw12426,harassment,M
23507,C257762,5/6/13 22:00,HaYa21583,severe_assault,C
23508,C257767,5/6/13 22:00,AmRu13751,theft,M
23509,C257777,5/7/13 4:00,SoRu38213,public_intoxication,M
23510,C257792,5/7/13 6:00,AkRu04072,harassment,C
23511,C257795,5/7/13 6:00,SoRu36217,harassment,F
23512,C257816,5/7/13 6:00,AmPw12403,sexual_assault,F
23513,C257823,5/7/13 7:00,AmAs10859,severe_assault,M
23514,C257829,5/7/13 8:00,SoRu35788,harassment,F
23515,C257833,5/7/13 11:00,HaRu17343,public_intoxication,F
23516,C257837,5/7/13 11:00,SoRu36298,public_intoxication,F
23517,C257840,5/7/13 13:00,AkRu05266,theft,F
23518,C257851,5/7/13 16:00,HaRu19620,theft,F
23519,C257860,5/7/13 20:00,KiZu31281,harassment,F
23520,C257871,5/7/13 20:00,AkRu07193,theft,F
23521,C257889,5/7/13 21:00,SoRu36399,murder,F
23522,C257899,5/7/13 22:00,HaRu17662,theft,F
23523,C257904,5/7/13 22:00,SoRu35015,harassment,F
23524,C257907,5/7/13 23:00,HaRu18465,harassment,M
23525,C257910,5/7/13 23:00,KiRu29471,sexual_assault,F
23526,C257916,5/8/13 4:00,AmPw12712,public_intoxication,C
23527,C257932,5/8/13 4:00,KiRu27994,public_intoxication,F
23528,C257938,5/8/13 5:00,AmAs10844,harassment,M
23529,C257950,5/8/13 5:00,HaRu18413,sexual_assault,F
23530,C257962,5/8/13 6:00,AmBe11321,sexual_assault,F
23531,C257978,5/8/13 11:00,HaRu18377,murder,F
23532,C257985,5/8/13 13:00,AmPw12324,harassment,F
23533,C257989,5/8/13 17:00,AkRu03209,sexual_assault,F
23534,C257996,5/8/13 18:00,AkRu05801,sexual_assault,F
23535,C258002,5/8/13 18:00,HaRu19818,severe_assault,F
23536,C258005,5/8/13 19:00,AmAb09084,theft,M
23537,C258008,5/8/13 19:00,KiZu31073,murder,F
23538,C258020,5/8/13 20:00,KiRu28632,theft,F
23539,C258034,5/8/13 20:00,KiRu29186,theft,C
23540,C258037,5/8/13 20:00,AkKi01061,harassment,F
23541,C258053,5/8/13 21:00,KiRu27939,harassment,F
23542,C258059,5/8/13 22:00,AkRu03869,sexual_assault,C
23543,C258060,5/8/13 22:00,KiRu27284,public_intoxication,M
23544,C258066,5/8/13 22:00,KiZu31190,theft,M
23545,C258067,5/9/13 5:00,SoRu39626,theft,F
23546,C258074,5/9/13 6:00,HaRu18844,harassment,F
23547,C258094,5/9/13 8:00,SoRu36118,public_intoxication,F
23548,C258095,5/9/13 8:00,KiRu26586,theft,F
